timestamp,title,price,total_area,rooms,floor,total_floors,address,latitude,longitude,description,json_description,url,images_count
2026-03-25 03:50:15,"35,3 м², 1-комнатная квартира",19313512,,,,,,,,"35,3 м², 1-комнатная квартира19 313 512₽–16%16 160 285 ₽458 188 ₽ за м²","Продается однокомнатная квартира 35.27 м² по цене 19,31 млн ₽ на 19 этаже из 28. 📍 Адрес: Москва, историческая местность Карачарово, ЖК «Нижегородская от Гранель». ✅ Характеристики, описание и фото объекта id 5226951667116861816 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5226951667116861816/,8
2026-03-25 03:50:25,"160 м², 3-комнатная квартира",137936000,,,,,,,,"160 м², 3-комнатная квартира137 936 000 ₽862 100 ₽ за м²","Продается трехкомнатная квартира 160 м² по цене 137,94 млн ₽ на 10 этаже из 14. 📍 Адрес: Москва, улица Новаторов, 8к2, ✅ Характеристики, описание и фото объекта id 7567071405444848292 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7567071405444848292/,8
2026-03-25 03:50:33,"110 м², 3-комнатная квартира",77000000,,,,,,,,"110 м², 3-комнатная квартира77 000 000 ₽700 000 ₽ за м²","Продается трехкомнатная квартира 110 м² по цене 77 млн ₽ на 13 этаже из 20. 📍 Адрес: Москва, Мытная улица, 40к4, ЖК Sky House. ✅ Характеристики, описание и фото объекта id 4621344310824496100 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4621344310824496100/,8
2026-03-25 03:50:43,"52,4 м², 1-комнатная квартира",89546800,,,,,,,,"52,4 м², 1-комнатная квартира89 546 800 ₽1 708 908 ₽ за м²","Продается однокомнатная квартира 52.4 м² по цене 89,55 млн ₽ на 5 этаже из 6. 📍 Адрес: Москва, Космодамианская набережная, 4/22с4, Клубный дом «Космо 4/22». ✅ Характеристики, описание и фото объекта id 7665459517749812276 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7665459517749812276/,8
2026-03-25 03:50:53,"69,8 м², 3-комнатная квартира",70000000,,,,,,,,"69,8 м², 3-комнатная квартира70 000 000 ₽1 002 865 ₽ за м²","Продается трехкомнатная квартира 69.8 м² по цене 70 млн ₽ на 6 этаже из 6. 📍 Адрес: Москва, Большая Бронная улица, 7, ✅ Характеристики, описание и фото объекта id 209411009870603777 на Яндекс Недвижимости",https://realty.yandex.ru/offer/209411009870603777/,8
2026-03-25 03:51:02,"85,2 м², 3-комнатная квартира",57397840,,,,,,,,"85,2 м², 3-комнатная квартира57 397 840 ₽674 000 ₽ за м²","Продается трехкомнатная квартира 85.16 м² по цене 57,4 млн ₽ на 21 этаже из 25. 📍 Адрес: Москва, улица Берзарина, 37, ЖК «Квартал Серебряный бор». ✅ Характеристики, описание и фото объекта id 3956170510427161545 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3956170510427161545/,8
2026-03-25 03:51:09,"274,7 м², 4-комнатная квартира",1168848512,,,,,,,,"274,7 м², 4-комнатная квартира1 168 848 512 ₽4 255 000 ₽ за м²","Продается квартира 274.7 м² по цене 1,17 млрд ₽ на 6 этаже из 8. 📍 Адрес: Москва, Никитский бульвар, 6/20, ЖК «Никитский-6». ✅ Характеристики, описание и фото объекта id 2967407115321494276 на Яндекс Недвижимости",https://realty.yandex.ru/offer/2967407115321494276/,8
2026-03-25 03:51:19,"58 м², 2-комнатная квартира",10900000,,,,,,,,"58 м², 2-комнатная квартира10 900 000 ₽187 931 ₽ за м²","Продается двухкомнатная квартира 58 м² по цене 10,9 млн ₽ на 2 этаже из 25. 📍 Адрес: Люберцы, Преображенская улица, 17к1, Жилой район «Красная Горка». ✅ Характеристики, описание и фото объекта id 3938452234512215692 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3938452234512215692/,8
2026-03-25 03:51:29,"15,5 м², квартира-студия",6100000,,,,,,,,"15,5 м², квартира-студия6 100 000 ₽393 548 ₽ за м²","Продается квартира-студию 15.5 м² по цене 6,1 млн ₽ на 1 этаже из 5. 📍 Адрес: Москва, Гагаринский переулок, 24/7с2, ЖК «Власьевская Слобода». ✅ Характеристики, описание и фото объекта id 5227565616455357204 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5227565616455357204/,8
2026-03-25 03:51:41,"51,2 м², 1-комнатные апартаменты",23102936,,,,,,,,"51,2 м², 1-комнатные апартаменты23 102 936 ₽450 965 ₽ за м²","Продается 1-комнатные апартаменты 51.23 м² по цене 23,1 млн ₽ на 4 этаже из 16. 📍 Адрес: Москва, Автозаводская улица, 24к1, Дом на набережной Инсайдер. ✅ Характеристики, описание и фото объекта id 7965846439243169880 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7965846439243169880/,8
2026-03-25 03:51:52,"56,7 м², 2-комнатная квартира",32000000,,,,,,,,"56,7 м², 2-комнатная квартира32 000 000 ₽564 374 ₽ за м²","Продается двухкомнатная квартира 56.7 м² по цене 32 млн ₽ на 3 этаже из 7. 📍 Адрес: Москва, Большая Дорогомиловская улица, 5, ✅ Характеристики, описание и фото объекта id 5227772918666483182 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5227772918666483182/,8
2026-03-25 03:52:01,"87 м², 3-комнатная квартира",56828400,,,,,,,,"87 м², 3-комнатная квартира56 828 400₽–15%48 304 140 ₽555 220 ₽ за м²","Продается трехкомнатная квартира 87 м² по цене 56,83 млн ₽ на 19 этаже из 21. 📍 Адрес: Москва, ЖК Портленд, ЖК «ПОРТЛЕНД». ✅ Характеристики, описание и фото объекта id 3939908807157601120 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3939908807157601120/,8
2026-03-25 03:52:11,"224 м², 6-комнатная квартира",135000000,,,,,,,,"224 м², 6-комнатная квартира135 000 000 ₽602 679 ₽ за м²","Продается квартира 224 м² по цене 135 млн ₽ на 8 этаже из 10. 📍 Адрес: Москва, Столярный переулок, 2, ✅ Характеристики, описание и фото объекта id 5228459389428217439 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5228459389428217439/,8
2026-03-25 03:52:20,"52,7 м², 1-комнатные апартаменты",21485790,,,,,,,,"52,7 м², 1-комнатные апартаменты21 485 790 ₽407 700 ₽ за м²","Продается 1-комнатные апартаменты 52.7 м² по цене 21,49 млн ₽ на 11 этаже из 29. 📍 Адрес: Москва, улица Намёткина, вл10, НАМЕТКИН ТАУЭР. ✅ Характеристики, описание и фото объекта id 6171326615473010481 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6171326615473010481/,8
2026-03-25 03:52:29,"59,9 м², 3-комнатная квартира",30658900,,,,,,,,"59,9 м², 3-комнатная квартира30 658 900₽–12%26 836 082 ₽448 015 ₽ за м²","Продается трехкомнатная квартира 59.9 м² по цене 30,66 млн ₽ на 11 этаже из 13. 📍 Адрес: Москва, ЖК Адмирал, ЖК «Адмирал». ✅ Характеристики, описание и фото объекта id 7665459516913128879 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7665459516913128879/,8
2026-03-25 03:52:40,"43,4 м², 1-комнатная квартира",27463520,,,,,,,,"43,4 м², 1-комнатная квартира27 463 520 ₽632 800 ₽ за м²","Продается однокомнатная квартира 43.4 м² по цене 27,46 млн ₽ на 20 этаже из 24. 📍 Адрес: Москва, Ленинградское шоссе, 57с19, Мангазея на Речном. ✅ Характеристики, описание и фото объекта id 6753186952697793104 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6753186952697793104/,8
2026-03-25 03:52:48,"41,4 м², 1-комнатная квартира",22219380,,,,,,,,"41,4 м², 1-комнатная квартира22 219 380₽–10%19 997 442 ₽483 030 ₽ за м²","Продается однокомнатная квартира 41.4 м² по цене 22,22 млн ₽ на 14 этаже из 31. 📍 Адрес: Москва, ЖК Назаре́, ЖК НАЗАРÉ. ✅ Характеристики, описание и фото объекта id 6237159577970806293 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6237159577970806293/,8
2026-03-25 03:52:57,"60,1 м², 2-комнатная квартира",20361880,,,,,,,,"60,1 м², 2-комнатная квартира20 361 880 ₽338 800 ₽ за м²","Продается двухкомнатная квартира 60.1 м² по цене 20,36 млн ₽ на 27 этаже из 32. 📍 Адрес: Москва, СВАО, Алтуфьевский район, ЖК Алтуфьевское 53, 1.1, Алтуфьевское 53. ✅ Характеристики, описание и фото объекта id 4017216401194203995 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4017216401194203995/,8
2026-03-25 03:53:04,"56,2 м², 1-комнатная квартира",39536700,,,,,,,,"56,2 м², 1-комнатная квартира39 536 700 ₽703 500 ₽ за м²","Продается однокомнатная квартира 56.2 м² по цене 39,54 млн ₽ на 4 этаже из 12. 📍 Адрес: Москва, микрорайон Рублёво-Архангельское, ЖК СберCити, квартал В19, Район СберСити. ✅ Характеристики, описание и фото объекта id 7040979527743957460 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7040979527743957460/,8
2026-03-25 03:53:14,"116,3 м², 3-комнатная квартира",140000000,,,,,,,,"116,3 м², 3-комнатная квартира140 000 000 ₽1 203 783 ₽ за м²","Продается трехкомнатная квартира 116.3 м² по цене 140 млн ₽ на 27 этаже из 66. 📍 Адрес: Москва, Краснопресненская набережная, 14Ак3, МФК Capital Towers. ✅ Характеристики, описание и фото объекта id 9097980176837289308 на Яндекс Недвижимости",https://realty.yandex.ru/offer/9097980176837289308/,8
2026-03-25 03:53:23,"34 м², 1-комнатная квартира",15359126,,,,,,,,"34 м², 1-комнатная квартира15 359 126 ₽451 739 ₽ за м²","Продается однокомнатная квартира 34 м² по цене 15,36 млн ₽ на 14 этаже из 24. 📍 Адрес: Москва, ЖК Лучи, 2-й этап, к8, ЖК «ЛУЧИ». ✅ Характеристики, описание и фото объекта id 3938451244120097066 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3938451244120097066/,8
2026-03-25 03:53:32,"50 м², 3-комнатные апартаменты",17000000,,,,,,,,"50 м², 3-комнатные апартаменты17 000 000 ₽340 000 ₽ за м²","Продается 3-комнатные апартаменты 50 м² по цене 17 млн ₽ на 15 этаже из 23. 📍 Адрес: Москва, Новоостаповская улица, 20, Апарт-комплекс HighWay. ✅ Характеристики, описание и фото объекта id 5180127926973703393 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5180127926973703393/,8
2026-03-25 03:53:40,"33,3 м², 1-комнатная квартира",24975000,,,,,,,,"33,3 м², 1-комнатная квартира24 975 000 ₽750 000 ₽ за м²","Продается однокомнатная квартира 33.3 м² по цене 24,98 млн ₽ на 12 этаже из 3. 📍 Адрес: Москва, ЗАО, Можайский район, 107-110-й кварталы Кунцева, ЖК Кутузов Сити, ЖК «Кутузов Сити». ✅ Характеристики, описание и фото объекта id 244099076505246246 на Яндекс Недвижимости",https://realty.yandex.ru/offer/244099076505246246/,8
2026-03-25 03:53:51,"28,3 м², апартаменты-студия",10263800,,,,,,,,"28,3 м², апартаменты-студия10 263 800 ₽363 320 ₽ за м²","Продается апартаменты-студию 28.25 м² по цене 10,26 млн ₽ на 4 этаже из 20. 📍 Адрес: Москва, улица Академика Ильюшина, 21, МФК «ДИУС». ✅ Характеристики, описание и фото объекта id 244099154636966975 на Яндекс Недвижимости",https://realty.yandex.ru/offer/244099154636966975/,8
2026-03-25 03:54:02,"455,6 м², 6-комнатная квартира",134900000,,,,,,,,"455,6 м², 6-комнатная квартира134 900 000 ₽296 093 ₽ за м²","Продается квартира 455.6 м² по цене 134,9 млн ₽ на 14 этаже из 15. 📍 Адрес: Москва, Ленинградский проспект, 52, ✅ Характеристики, описание и фото объекта id 4035986349852488509 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4035986349852488509/,8
2026-03-25 03:54:10,"90,8 м², 3-комнатная квартира",49549560,,,,,,,,"90,8 м², 3-комнатная квартира49 549 560₽–20%39 639 648 ₽436 560 ₽ за м²","Продается трехкомнатная квартира 90.8 м² по цене 49,55 млн ₽ на 14 этаже из 24. 📍 Адрес: Москва, Часовая улица, 28к4, ЖК СОУЛ. ✅ Характеристики, описание и фото объекта id 6963990753164258718 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6963990753164258718/,8
2026-03-25 03:54:21,"59,6 м², 2-комнатная квартира",35229084,,,,,,,,"59,6 м², 2-комнатная квартира35 229 084₽–14%30 297 011 ₽508 339 ₽ за м²","Продается двухкомнатная квартира 59.6 м² по цене 35,23 млн ₽ на 19 этаже из 49. 📍 Адрес: Москва, ЖК Тате, ЖК «ТАТЕ». ✅ Характеристики, описание и фото объекта id 8703166304265912018 на Яндекс Недвижимости",https://realty.yandex.ru/offer/8703166304265912018/,8
2026-03-25 03:54:31,"178,9 м², 5-комнатная квартира",192854208,,,,,,,,"178,9 м², 5-комнатная квартира192 854 208 ₽1 078 000 ₽ за м²","Продается квартира 178.9 м² по цене 192,85 млн ₽ на 9 этаже из 16. 📍 Адрес: Москва, ЗАО, район Раменки, квартал Кинематографический, жилой комплекс Река-3, Клубный дом РЕКА. ✅ Характеристики, описание и фото объекта id 4030476149503685794 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4030476149503685794/,8
2026-03-25 03:54:41,"25 м², квартира-студия",10870330,,,,,,,,"25 м², квартира-студия10 870 330 ₽435 510 ₽ за м²","Продается квартира-студию 24.96 м² по цене 10,87 млн ₽ на 4 этаже из 19. 📍 Адрес: Москва, НАО, район Внуково, жилой комплекс Городские Истории, ЖК «Городские истории». ✅ Характеристики, описание и фото объекта id 3959576584706109798 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3959576584706109798/,8
2026-03-25 03:54:48,"48 м², 1-комнатная квартира",35858000,,,,,,,,"48 м², 1-комнатная квартира35 858 000 ₽747 042 ₽ за м²","Продается однокомнатная квартира 48 м² по цене 35,86 млн ₽ на 20 этаже из 27. 📍 Адрес: Москва, улица Фридриха Энгельса, 56, Премиум-квартал «Дом 56». ✅ Характеристики, описание и фото объекта id 7665459514280292803 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7665459514280292803/,8
2026-03-25 03:54:56,"24,3 м², квартира-студия",23186492,,,,,,,,"24,3 м², квартира-студия23 186 492 ₽952 609 ₽ за м²","Продается квартира-студию 24.34 м² по цене 23,19 млн ₽ на 14 этаже из 25. 📍 Адрес: Москва, улица Берзарина, 37, ЖК «Квартал Серебряный бор». ✅ Характеристики, описание и фото объекта id 3956170510427161732 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3956170510427161732/,8
2026-03-25 03:55:07,"39,7 м², 1-комнатная квартира",22648344,,,,,,,,"39,7 м², 1-комнатная квартира22 648 344 ₽570 200 ₽ за м²","Продается однокомнатная квартира 39.72 м² по цене 22,65 млн ₽ на 2 этаже из 25. 📍 Адрес: Москва, ЮАО, район Москворечье-Сабурово, ЖК Лайф Варшавская, Жилой квартал «Лайф Варшавская». ✅ Характеристики, описание и фото объекта id 8532301371739651817 на Яндекс Недвижимости",https://realty.yandex.ru/offer/8532301371739651817/,8
2026-03-25 03:55:16,"70,3 м², 2-комнатная квартира",46650000,,,,,,,,"70,3 м², 2-комнатная квартира46 650 000 ₽663 585 ₽ за м²","Продается двухкомнатная квартира 70.3 м² по цене 46,65 млн ₽ на 23 этаже из 28. 📍 Адрес: Москва, улица Академика Королёва, 21, Дом «Достижение». ✅ Характеристики, описание и фото объекта id 3922755368741626114 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3922755368741626114/,8
2026-03-25 03:55:25,"100,7 м², 3-комнатная квартира",51860500,,,,,,,,"100,7 м², 3-комнатная квартира51 860 500₽–20%41 488 400 ₽412 000 ₽ за м²","Продается трехкомнатная квартира 100.7 м² по цене 51,86 млн ₽ на 6 этаже из 35. 📍 Адрес: Москва, улица Годовикова, 11к5, ЖК iLove. ✅ Характеристики, описание и фото объекта id 1728299315756695610 на Яндекс Недвижимости",https://realty.yandex.ru/offer/1728299315756695610/,8
2026-03-25 03:55:35,"40 м², 1-комнатная квартира",21500000,,,,,,,,"40 м², 1-комнатная квартира21 500 000 ₽537 500 ₽ за м²","Продается однокомнатная квартира 40 м² по цене 21,5 млн ₽ на 6 этаже из 39. 📍 Адрес: Москва, Амурская улица, 1Ак5, ЖК «Левел Амурская». ✅ Характеристики, описание и фото объекта id 3961344737879054334 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3961344737879054334/,8
2026-03-25 03:55:45,"79,9 м², 3-комнатная квартира",34996200,,,,,,,,"79,9 м², 3-комнатная квартира34 996 200₽–7%32 546 466 ₽407 340 ₽ за м²","Продается трехкомнатная квартира 79.9 м² по цене 35 млн ₽ на 16 этаже из 26. 📍 Адрес: Москва, 1-й Кирпичный переулок, 15А, ЖК «Семеновский Парк 2». ✅ Характеристики, описание и фото объекта id 5808645355580499203 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5808645355580499203/,8
2026-03-25 03:55:54,"74,8 м², 3-комнатная квартира",37624400,,,,,,,,"74,8 м², 3-комнатная квартира37 624 400 ₽503 000 ₽ за м²","Продается трехкомнатная квартира 74.8 м² по цене 37,62 млн ₽ на 6 этаже из 28. 📍 Адрес: Москва, СЗАО, район Хорошёво-Мнёвники, 82-й квартал, ЖК «Трилогия «Кристалл»». ✅ Характеристики, описание и фото объекта id 7911195957001574403 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7911195957001574403/,8
2026-03-25 03:56:08,"96,1 м², 4-комнатная квартира",89000000,,,,,,,,"96,1 м², 4-комнатная квартира89 000 000 ₽926 119 ₽ за м²","Продается квартира 96.1 м² по цене 89 млн ₽ на 2 этаже из 3. 📍 Адрес: Москва, 2-й Обыденский переулок, 10, ✅ Характеристики, описание и фото объекта id 3354243728365663482 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3354243728365663482/,8
2026-03-25 03:56:20,"176,2 м², 3-комнатные апартаменты",166320000,,,,,,,,"176,2 м², 3-комнатные апартаменты166 320 000 ₽943 927 ₽ за м²","Продается 3-комнатные апартаменты 176.2 м² по цене 166,32 млн ₽ на 6 этаже из 12. 📍 Адрес: Москва, Ленинградский проспект, 36с31, ЖК «ВТБ Арена парк». ✅ Характеристики, описание и фото объекта id 4805508911737758564 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4805508911737758564/,8
2026-03-25 03:56:30,"35,4 м², 1-комнатная квартира",13900000,,,,,,,,"35,4 м², 1-комнатная квартира13 900 000 ₽392 655 ₽ за м²","Продается однокомнатная квартира 35.4 м² по цене 13,9 млн ₽ на 9 этаже из 25. 📍 Адрес: Москва, Монтажная улица, 8вл1, ЖК «1-й Измайловский». ✅ Характеристики, описание и фото объекта id 5583053200047038666 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5583053200047038666/,8
2026-03-25 03:56:38,"37 м², 1-комнатная квартира",21900000,,,,,,,,"37 м², 1-комнатная квартира21 900 000 ₽591 892 ₽ за м²","Продается однокомнатная квартира 37 м² по цене 21,9 млн ₽ на 5 этаже из 15. 📍 Адрес: Москва, улица Родченко, 2, ЖК «ЗИЛАРТ». ✅ Характеристики, описание и фото объекта id 5180127926972869121 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5180127926972869121/,8
2026-03-25 03:56:47,"46 м², 1-комнатная квартира",33639800,,,,,,,,"46 м², 1-комнатная квартира33 639 800₽–12%29 603 024 ₽643 544 ₽ за м²","Продается однокомнатная квартира 46 м² по цене 33,64 млн ₽ на 26 этаже из 27. 📍 Адрес: Москва, ЮАО, Даниловский район, ЖК Пейв, Квартал «ПЕЙВ». ✅ Характеристики, описание и фото объекта id 6377851622373267706 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6377851622373267706/,8
2026-03-25 03:56:56,"76,5 м², 2-комнатная квартира",39910048,,,,,,,,"76,5 м², 2-комнатная квартира39 910 048 ₽521 700 ₽ за м²","Продается двухкомнатная квартира 76.5 м² по цене 39,91 млн ₽ на 2 этаже из 39. 📍 Адрес: Москва, ВАО, район Сокольники, КОД Сокольники. ✅ Характеристики, описание и фото объекта id 7016475113456586981 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7016475113456586981/,8
2026-03-25 03:57:06,"43 м², 1-комнатная квартира",30388100,,,,,,,,"43 м², 1-комнатная квартира30 388 100 ₽706 700 ₽ за м²","Продается однокомнатная квартира 43 м² по цене 30,39 млн ₽ на 12 этаже из 42. 📍 Адрес: Москва, ЖК Аура, ЖК «АУРА». ✅ Характеристики, описание и фото объекта id 2185899199643379659 на Яндекс Недвижимости",https://realty.yandex.ru/offer/2185899199643379659/,8
2026-03-25 03:57:15,"52,1 м², 3-комнатные апартаменты",24976740,,,,,,,,"52,1 м², 3-комнатные апартаменты24 976 740 ₽479 400 ₽ за м²","Продается 3-комнатные апартаменты 52.1 м² по цене 24,98 млн ₽ на 7 этаже из 27. 📍 Адрес: Москва, 2-й Силикатный проезд, вл8, Эмоушн. ✅ Характеристики, описание и фото объекта id 6202339441215438560 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6202339441215438560/,8
2026-03-25 03:57:26,"75,5 м², 2-комнатная квартира",42148752,,,,,,,,"75,5 м², 2-комнатная квартира42 148 752 ₽557 966 ₽ за м²","Продается двухкомнатная квартира 75.54 м² по цене 42,15 млн ₽ на 17 этаже из 75. 📍 Адрес: Москва, 5-й Донской проезд, вл21к6, ЖК «Файв Тауэрс». ✅ Характеристики, описание и фото объекта id 3683198848581393838 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3683198848581393838/,8
2026-03-25 03:57:39,"128,1 м², 4-комнатные апартаменты",108885000,,,,,,,,"128,1 м², 4-комнатные апартаменты108 885 000 ₽850 000 ₽ за м²","Продается апартаменты 128.1 м² по цене 108,89 млн ₽ на 2 этаже из 3. 📍 Адрес: Москва, Таманская улица, 1к3с6, МФК «River Residences». ✅ Характеристики, описание и фото объекта id 6151740018886529939 на Яндекс Недвижимости",https://realty.yandex.ru/offer/6151740018886529939/,8
2026-03-25 03:57:52,"18,5 м², апартаменты-студия",17900000,,,,,,,,"18,5 м², апартаменты-студия17 900 000 ₽967 568 ₽ за м²","Продается апартаменты-студию 18.5 м² по цене 17,9 млн ₽ на 2 этаже из 6. 📍 Адрес: Москва, 2-я Тверская-Ямская улица, 18, ✅ Характеристики, описание и фото объекта id 7035113340557126217 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7035113340557126217/,8
2026-03-25 03:58:01,"28,7 м², 1-комнатная квартира",19897108,,,,,,,,"28,7 м², 1-комнатная квартира19 897 108 ₽693 279 ₽ за м²","Продается однокомнатная квартира 28.7 м² по цене 19,9 млн ₽ на 5 этаже из 44. 📍 Адрес: Москва, ЖК Ракурс, ЖК «РАКУРС». ✅ Характеристики, описание и фото объекта id 5227748246930390143 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5227748246930390143/,8
2026-03-25 03:58:14,"119,8 м², 3-комнатная квартира",116590048,,,,,,,,"119,8 м², 3-комнатная квартира116 590 048 ₽973 450 ₽ за м²","Продается трехкомнатная квартира 119.77 м² по цене 116,59 млн ₽ на 35 этаже из 40. 📍 Адрес: Москва, жилой комплекс Нова, к3, ЖК «НОВА». ✅ Характеристики, описание и фото объекта id 4126446091143901527 на Яндекс Недвижимости",https://realty.yandex.ru/offer/4126446091143901527/,8
2026-03-25 03:58:24,"64,5 м², 2-комнатная квартира",42762276,,,,,,,,"64,5 м², 2-комнатная квартира42 762 276₽–10%38 486 047 ₽596 683 ₽ за м²","Продается двухкомнатная квартира 64.5 м² по цене 42,76 млн ₽ на 7 этаже из 26. 📍 Адрес: Москва, Береговой проезд, 2, ЖК «Береговой-2». ✅ Характеристики, описание и фото объекта id 981177835423723260 на Яндекс Недвижимости",https://realty.yandex.ru/offer/981177835423723260/,8
2026-03-25 03:58:32,"195,4 м², 5-комнатная квартира",831497792,,,,,,,,"195,4 м², 5-комнатная квартира831 497 792 ₽4 254 927 ₽ за м²","Продается квартира 195.42 м² по цене 831,5 млн ₽ на 2 этаже из 7. 📍 Адрес: Москва, ЦАО, район Замоскворечье, ЖК Русские Сезоны, к1, ЖК «Русские сезоны». ✅ Характеристики, описание и фото объекта id 7028727790419735395 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7028727790419735395/,8
2026-03-25 03:58:50,"37,3 м², 2-комнатная квартира",21500000,,,,,,,,"37,3 м², 2-комнатная квартира21 500 000 ₽576 408 ₽ за м²","Продается двухкомнатная квартира 37.3 м² по цене 21,5 млн ₽ на 17 этаже из 44. 📍 Адрес: Москва, ЗАО, район Очаково-Матвеевское, жилой комплекс Левел Мичуринский, к4, ЖК Левел Мичуринский. ✅ Характеристики, описание и фото объекта id 5180127926972898756 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5180127926972898756/,8
2026-03-25 03:59:00,"48,8 м², 2-комнатная квартира",36638332,,,,,,,,"48,8 м², 2-комнатная квартира36 638 332 ₽750 786 ₽ за м²","Продается двухкомнатная квартира 48.8 м² по цене 36,64 млн ₽ на 3 этаже из 19. 📍 Адрес: Москва, ЖК Родина Парк, к1, ЖК «Родина Парк». ✅ Характеристики, описание и фото объекта id 3190558371458578974 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3190558371458578974/,8
2026-03-25 03:59:09,"87 м², 3-комнатная квартира",32506292,,,,,,,,"87 м², 3-комнатная квартира32 506 292 ₽373 850 ₽ за м²","Продается трехкомнатная квартира 86.95 м² по цене 32,51 млн ₽ на 12 этаже из 17. 📍 Адрес: Москва, Волоколамское шоссе, 95/1к4, ЖК «Сити Бэй». ✅ Характеристики, описание и фото объекта id 7717154634159244547 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7717154634159244547/,8
2026-03-25 03:59:21,"59,7 м², 2-комнатная квартира",28700000,,,,,,,,"59,7 м², 2-комнатная квартира28 700 000 ₽480 737 ₽ за м²","Продается двухкомнатная квартира 59.7 м² по цене 28,7 млн ₽ на 6 этаже из 19. 📍 Адрес: Москва, ЖК Шагал, 3-я очередь, к6, Квартал «Шагал». ✅ Характеристики, описание и фото объекта id 5180127926972897055 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5180127926972897055/,8
2026-03-25 03:59:29,"111,2 м², 3-комнатная квартира",115414480,,,,,,,,"111,2 м², 3-комнатная квартира115 414 480 ₽1 037 900 ₽ за м²","Продается трехкомнатная квартира 111.2 м² по цене 115,41 млн ₽ на 9 этаже из 15. 📍 Адрес: Москва, улица Серпуховский Вал, 7, ЖК «Дом 7 Даниловский». ✅ Характеристики, описание и фото объекта id 7336520255663488217 на Яндекс Недвижимости",https://realty.yandex.ru/offer/7336520255663488217/,8
2026-03-25 03:59:38,"68,6 м², 3-комнатная квартира",58515800,,,,,,,,"68,6 м², 3-комнатная квартира58 515 800₽–10%52 664 220 ₽767 700 ₽ за м²","Продается трехкомнатная квартира 68.6 м² по цене 58,52 млн ₽ на 40 этаже из 41. 📍 Адрес: Москва, 1-й Сетуньский проезд, 8, ЖК Hide. ✅ Характеристики, описание и фото объекта id 3938323447995257061 на Яндекс Недвижимости",https://realty.yandex.ru/offer/3938323447995257061/,8
2026-03-25 03:59:47,"94,5 м², 3-комнатная квартира",49399876,,,,,,,,"94,5 м², 3-комнатная квартира49 399 876 ₽522 750 ₽ за м²","Продается трехкомнатная квартира 94.5 м² по цене 49,4 млн ₽ на 52 этаже из 59. 📍 Адрес: Москва, жилой комплекс Веер, ЖК «Веер». ✅ Характеристики, описание и фото объекта id 1757761890918151353 на Яндекс Недвижимости",https://realty.yandex.ru/offer/1757761890918151353/,8
2026-03-25 03:59:54,"127,3 м², 4-комнатная квартира",136682016,,,,,,,,"127,3 м², 4-комнатная квартира136 682 016 ₽1 073 700 ₽ за м²","Продается квартира 127.3 м² по цене 136,68 млн ₽ на 27 этаже из 37. 📍 Адрес: Москва, САО, район Беговой, ЖК Слава, ЖК «Слава». ✅ Характеристики, описание и фото объекта id 5005525900755109572 на Яндекс Недвижимости",https://realty.yandex.ru/offer/5005525900755109572/,8
